,id,worker_id,accession,version,version_number,genbank_accession,genbank_version,taxonomy_id,name,refseq_category,bioproject,biosample,wgs_master,isolate,version_status,assembly_level,release_type,release_date,assembly_name,submitter,ftp_path,superkingdom,phylum,class,order,family,genus,species,strain,stats,meta,biosample_id,createdAt,updatedAt,WorkerId
0,3325,,GCF_000455825,GCF_000455825.1,1,GCA_000455825,GCA_000455825.1,1333857,Microbacterium maritypicum MF109,representative genome,PRJNA224116,SAMN02471823,ATAO00000000.1,,latest,Contig,Major,2013-08-28,ASM45582v1,University of Illinois at Chicago,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/455/825/GCF_000455825.1_ASM45582v1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium maritypicum,MF109,{},{},2471823,2018-03-28T14:09:27.283Z,2021-03-04T06:08:54.255Z,
0,3326,,GCF_000341795,GCF_000341795.1,1,GCA_000341795,GCA_000341795.1,1278078,Rhodococcus triatomae BKS 15-14,representative genome,PRJNA224116,SAMN02469993,AODO00000000.1,,latest,Contig,Major,2013-02-25,Whole genome assembly,"Institute of Microbial Technology (IMTECH), Chandigarh, India 160036",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/795/GCF_000341795.1_Whole_genome_assembly,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus triatomae,BKS 15-14,{},{},2469993,2018-03-28T14:09:27.283Z,2021-03-04T06:08:56.499Z,
0,3328,,GCF_000226565,GCF_000226565.1,1,GCA_000226565,GCA_000226565.1,1085623,Glaciecola nitratireducens FR1064,representative genome,PRJNA224116,SAMN02603857,,,latest,Complete Genome,Major,2011-09-28,ASM22656v1,Shandong University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/565/GCF_000226565.1_ASM22656v1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,Glaciecola nitratireducens,FR1064,{},{},2603857,2018-03-28T14:09:27.283Z,2021-03-04T06:08:59.922Z,
0,3329,,GCF_000313915,GCF_000313915.1,1,GCA_000313915,GCA_000313915.1,1234409,Catellicoccus marimammalium M35/04/3,representative genome,PRJNA224116,SAMN02469835,AMYT00000000.1,,latest,Contig,Major,2012-11-21,CMarimammalium1.0,Georgia Institute of Technology,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/915/GCF_000313915.1_CMarimammalium1.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Catellicoccus,Catellicoccus marimammalium,M35/04/3,{},{},2469835,2018-03-28T14:09:27.283Z,2021-03-04T06:09:01.048Z,
0,3330,,GCF_000420725,GCF_000420725.1,1,GCA_000420725,GCA_000420725.1,1122203,Marinococcus halotolerans DSM 16375,representative genome,PRJNA224116,SAMN02440907,ATVM00000000.1,,latest,Contig,Major,2013-07-09,ASM42072v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/725/GCF_000420725.1_ASM42072v1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Marinococcus,Marinococcus halotolerans,DSM 16375,{},{},2440907,2018-03-28T14:09:27.283Z,2021-03-04T06:09:02.497Z,
0,3331,,GCF_000383875,GCF_000383875.1,1,GCA_000383875,GCA_000383875.1,1121917,Caldibacillus debilis DSM 16016,representative genome,PRJNA224116,SAMN02256402,ARVR00000000.1,,latest,Scaffold,Major,2013-04-26,ASM38387v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/383/875/GCF_000383875.1_ASM38387v1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus debilis,DSM 16016,{},{},2256402,2018-03-28T14:09:27.283Z,2021-03-04T06:09:03.854Z,
0,3332,,GCF_000225345,GCF_000225345.1,1,GCA_000225345,GCA_000225345.1,585394,Roseburia hominis A2-183,representative genome,PRJNA224116,SAMN02604129,,,latest,Complete Genome,Major,2011-09-06,ASM22534v1,University of Aberdeen,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/225/345/GCF_000225345.1_ASM22534v1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,{},{},12521019,2018-03-28T14:09:27.283Z,2021-03-04T06:09:05.643Z,
0,3333,,GCF_001405615,GCF_001405615.1,1,GCA_001405615,GCA_001405615.1,301302,Roseburia faecis,representative genome,PRJNA224116,SAMEA3545271,CYXV00000000.1,,latest,Scaffold,Major,2015-10-02,13414_6#47,SC,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/405/615/GCF_001405615.1_13414_6_47,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia faecis,,{},{},4105009,2018-03-28T14:09:27.283Z,2021-03-04T06:09:07.738Z,
0,3334,,GCF_000767165,GCF_000767165.1,1,GCA_000767165,GCA_000767165.1,1386082,Cellulomonas bogoriensis 69B4 = DSM 16987,representative genome,PRJNA224116,SAMN03113094,AXCZ00000000.1,,latest,Contig,Major,2014-10-16,ASM76716v1,Huazhong Agricultural University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/165/GCF_000767165.1_ASM76716v1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas bogoriensis,69B4 = DSM 16987,{},{},3113094,2018-03-28T14:09:27.283Z,2021-03-04T06:09:08.851Z,
0,3335,,GCF_000243715,GCF_000243715.2,2,GCA_000243715,GCA_000243715.3,1049789,Leptospira broomii serovar Hurstbridge str. 5399,representative genome,PRJNA224116,SAMN02436587,AHMO00000000.2,,latest,Contig,Major,2013-08-07,gls454050v02,J. Craig Venter Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/715/GCF_000243715.2_gls454050v02,Bacteria,Spirochaetes,Spirochaetia,,Leptospiraceae,Leptospira,Leptospira broomii,serovar Hurstbridge str. 5399,{},{},2436587,2018-03-28T14:09:27.283Z,2021-03-04T06:09:10.821Z,
0,3336,,GCF_900166595,GCF_900166595.1,1,GCA_900166595,GCA_900166595.1,302167,Virgibacillus dokdonensis,representative genome,PRJNA224116,SAMEA87824668,FUUZ00000000.1,,latest,Scaffold,Major,2017-02-17,PRJEB19411,URMITE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/166/595/GCF_900166595.1_PRJEB19411,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus dokdonensis,,{},{},6362256,2018-03-28T14:09:27.284Z,2021-03-04T06:09:11.884Z,
0,3337,,GCF_000521505,GCF_000521505.1,1,GCA_000521505,GCA_000521505.1,1247726,Advenella mimigardefordensis DPN7,representative genome,PRJNA224116,SAMN02641504,,,latest,Complete Genome,Major,2014-01-22,ASM52150v1,"Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/521/505/GCF_000521505.1_ASM52150v1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Advenella,Advenella mimigardefordensis,DPN7,{},{},2641504,2018-03-28T14:09:27.284Z,2021-03-04T06:09:13.071Z,
0,3338,,GCF_000759055,GCF_000759055.1,1,GCA_000759055,GCA_000759055.1,1401064,Corynebacterium tuscaniense DNF00037,representative genome,PRJNA224116,SAMN02850961,JRNG00000000.1,,latest,Contig,Major,2014-09-26,04_NF40_HMP2129v01,J. Craig Venter Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/759/055/GCF_000759055.1_04_NF40_HMP2129v01,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium tuscaniense,DNF00037,{},{},2850961,2018-03-28T14:09:27.284Z,2021-03-04T06:09:15.539Z,
0,3339,,GCF_000425705,GCF_000425705.1,1,GCA_000425705,GCA_000425705.1,1121938,Halobacillus kuroshimensis DSM 18393,representative genome,PRJNA224116,SAMN02441195,AUDY00000000.1,,latest,Scaffold,Major,2013-07-11,ASM42570v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/425/705/GCF_000425705.1_ASM42570v1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,Halobacillus kuroshimensis,DSM 18393,{},{},2441195,2018-03-28T14:09:27.284Z,2021-03-04T06:09:17.842Z,
0,3340,,GCF_001434935,GCF_001434935.1,1,GCA_001434935,GCA_001434935.1,1423812,Lactobacillus uvarum DSM 19971,representative genome,PRJNA224116,SAMN02369480,AZEG00000000.1,,latest,Scaffold,Major,2015-11-06,ASM143493v1,Shanghai Majorbio,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/434/935/GCF_001434935.1_ASM143493v1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus uvarum,DSM 19971,{},{},2369480,2018-03-28T14:09:27.284Z,2021-03-04T06:09:19.903Z,
0,3341,,GCF_000970735,GCF_000970735.1,1,GCA_000970735,GCA_000970735.1,303541,Lactobacillus apis,representative genome,PRJNA224116,SAMN03275733,JXLG00000000.1,,latest,Scaffold,Major,2015-04-13,ASM97073v1,Uppsala university,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/735/GCF_000970735.1_ASM97073v1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus apis,,{},{},3275733,2018-03-28T14:09:27.284Z,2021-03-04T06:09:22.157Z,
0,3342,,GCF_000425885,GCF_000425885.1,1,GCA_000425885,GCA_000425885.1,1122147,Lactobacillus harbinensis DSM 16991,representative genome,PRJNA224116,SAMN02440850,AUEH00000000.1,,latest,Scaffold,Major,2013-07-11,ASM42588v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/425/885/GCF_000425885.1_ASM42588v1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus harbinensis,DSM 16991,{},{},2440850,2018-03-28T14:09:27.284Z,2021-03-04T06:09:23.335Z,
0,3343,,GCF_002019645,GCF_002019645.1,1,GCA_002019645,GCA_002019645.1,304268,Bacillus alkalitelluris,representative genome,PRJNA224116,SAMN05934581,MTIS00000000.1,,latest,Scaffold,Major,2017-03-06,ASM201964v1,Fujian Academy of Agricultural Sciences,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/019/645/GCF_002019645.1_ASM201964v1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus alkalitelluris,,{},{},5934581,2018-03-28T14:09:27.284Z,2021-03-04T06:09:24.415Z,
0,3345,,GCF_000173615,GCF_000173615.1,1,GCA_000173615,GCA_000173615.1,432331,Sulfurihydrogenibium yellowstonense SS-5,representative genome,PRJNA224116,SAMN02436268,ABZS00000000.1,,latest,Contig,Major,2009-05-18,ASM17361v1,TIGR,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/173/615/GCF_000173615.1_ASM17361v1,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,Sulfurihydrogenibium yellowstonense,SS-5,{},{},2436268,2018-03-28T14:09:27.284Z,2021-03-04T06:09:27.010Z,
0,3346,,GCF_000024025,GCF_000024025.1,1,GCA_000024025,GCA_000024025.1,479433,Catenulispora acidiphila DSM 44928,representative genome,PRJNA224116,SAMN02598445,,,latest,Complete Genome,Major,2009-08-21,ASM2402v1,US DOE Joint Genome Institute (JGI-PGF),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/025/GCF_000024025.1_ASM2402v1,Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,Catenulispora acidiphila,DSM 44928,{},{},2598445,2018-03-28T14:09:27.284Z,2021-03-04T06:09:29.209Z,
0,3347,,GCF_000504285,GCF_000504285.1,1,GCA_000504285,GCA_000504285.1,479430,Actinospica robiniae DSM 44927,representative genome,PRJNA224116,SAMN02597168,AZAN00000000.1,,latest,Scaffold,Major,2013-12-05,ASM50428v1,JGI,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/285/GCF_000504285.1_ASM50428v1,Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Actinospica robiniae,DSM 44927,{},{},2597168,2018-03-28T14:09:27.284Z,2021-03-04T06:09:31.051Z,
0,3348,,GCF_000426585,GCF_000426585.1,1,GCA_000426585,GCA_000426585.1,1122980,Prevotella baroniae DSM 16972 = JCM 13447,representative genome,PRJNA224116,SAMN02440845,AUFQ00000000.1,,latest,Scaffold,Major,2013-07-11,ASM42658v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/426/585/GCF_000426585.1_ASM42658v1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella baroniae,DSM 16972 = JCM 13447,{},{},2440845,2018-03-28T14:09:27.284Z,2021-03-04T06:09:32.190Z,
0,3349,,GCF_000710775,GCF_000710775.1,1,GCA_000710775,GCA_000710775.1,305900,Endozoicomonas elysicola,representative genome,PRJNA224116,SAMN02851610,JOJP00000000.1,,latest,Scaffold,Major,2014-06-23,ASM71077v1,Woods Hole Oceanographic Institution,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/710/775/GCF_000710775.1_ASM71077v1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonaceae,Endozoicomonas,Endozoicomonas elysicola,,{},{},2851610,2018-03-28T14:09:27.284Z,2021-03-04T06:09:34.449Z,
0,3350,,GCF_000308195,GCF_000308195.1,1,GCA_000308195,GCA_000308195.1,1231391,Pusillimonas noertemannii BS8,representative genome,PRJNA224116,SAMN01164170,AMZF00000000.1,,latest,Contig,Major,2012-10-30,PusiNoerBS8,LSHTM,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/308/195/GCF_000308195.1_PusiNoerBS8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas,Pusillimonas noertemannii,BS8,{},{},1164170,2018-03-28T14:09:27.284Z,2021-03-04T06:09:36.587Z,
0,3351,,GCF_000711985,GCF_000711985.1,1,GCA_000711985,GCA_000711985.1,1123055,Pararheinheimera texasensis DSM 17496,representative genome,PRJNA224116,SAMN02745773,JONU00000000.1,,latest,Scaffold,Major,2014-06-25,ASM71198v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/711/985/GCF_000711985.1_ASM71198v1,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Pararheinheimera,Pararheinheimera texasensis,DSM 17496,{},{},2745773,2018-03-28T14:09:27.284Z,2021-03-04T06:09:37.949Z,
0,3352,,GCF_900116255,GCF_900116255.1,1,GCA_900116255,GCA_900116255.1,306541,Halolactibacillus miurensis,representative genome,PRJNA224116,SAMN05421668,FPAI00000000.1,,latest,Scaffold,Major,2016-11-02,IMG-taxon 2675903221 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/255/GCF_900116255.1_IMG-taxon_2675903221_annotated_assembly,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halolactibacillus,Halolactibacillus miurensis,,{},{},5421668,2018-03-28T14:09:27.284Z,2021-03-04T06:09:39.407Z,
0,3353,,GCF_000422465,GCF_000422465.1,1,GCA_000422465,GCA_000422465.1,1122920,Paenibacillus harenae DSM 16969,representative genome,PRJNA224116,SAMN02441473,AULV00000000.1,,latest,Scaffold,Major,2013-07-11,ASM42246v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/465/GCF_000422465.1_ASM42246v1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus harenae,DSM 16969,{},{},2441473,2018-03-28T14:09:27.284Z,2021-03-04T06:09:40.668Z,
0,3354,,GCF_000423345,GCF_000423345.1,1,GCA_000423345,GCA_000423345.1,1122194,Marinimicrobium agarilyticum DSM 16975,representative genome,PRJNA224116,SAMN02441511,AUHU00000000.1,,latest,Scaffold,Major,2013-07-11,ASM42334v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/423/345/GCF_000423345.1_ASM42334v1,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinimicrobium,Marinimicrobium agarilyticum,DSM 16975,{},{},2441511,2018-03-28T14:09:27.284Z,2021-03-04T06:09:42.786Z,
0,3355,,GCF_900091425,GCF_900091425.1,1,GCA_900091425,GCA_900091425.1,307121,Micromonospora krabiensis,representative genome,PRJNA224116,SAMN04488466,,,latest,Chromosome,Major,2016-07-08,IMG-taxon 2617270872 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/091/425/GCF_900091425.1_IMG-taxon_2617270872_annotated_assembly,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora krabiensis,,{},{},4488466,2018-03-28T14:09:27.284Z,2021-03-04T06:09:44.806Z,
0,3356,,GCF_000373205,GCF_000373205.1,1,GCA_000373205,GCA_000373205.1,1122223,Meiothermus timidus DSM 17022,representative genome,PRJNA224116,SAMN02441032,ARDL00000000.1,,latest,Scaffold,Major,2013-04-23,ASM37320v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/373/205/GCF_000373205.1_ASM37320v1,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermus timidus,DSM 17022,{},{},2441032,2018-03-28T14:09:27.284Z,2021-03-04T06:09:46.083Z,
0,3357,,GCF_000737765,GCF_000737765.1,1,GCA_000737765,GCA_000737765.1,307480,Chryseobacterium vrystaatense,representative genome,PRJNA224116,SAMN02934081,JPRI00000000.1,,latest,Contig,Major,2014-08-05,ASM73776v1,GCAT-SEEK,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/765/GCF_000737765.1_ASM73776v1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium vrystaatense,,{},{},2934081,2018-03-28T14:09:27.316Z,2021-03-04T06:09:48.853Z,
0,3358,,GCF_000807215,GCF_000807215.1,1,GCA_000807215,GCA_000807215.1,307486,Tepidimonas taiwanensis,representative genome,PRJNA224116,SAMN03176936,JTKY00000000.1,,latest,Scaffold,Major,2014-12-23,Tep_taiw_VT154-175,"University of Rome ""Foro Italico""",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/215/GCF_000807215.1_Tep_taiw_VT154-175,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Tepidimonas,Tepidimonas taiwanensis,,{},{},3176936,2018-03-28T14:09:27.316Z,2021-03-04T06:09:50.083Z,
0,3359,,GCF_000521485,GCF_000521485.1,1,GCA_000521485,GCA_000521485.1,1298598,Gracilibacillus boraciitolerans JCM 21714,representative genome,PRJNA224116,SAMD00003685,BAVS00000000.1,,latest,Contig,Major,2014-01-20,ASM52148v1,The University of Tokyo,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/521/485/GCF_000521485.1_ASM52148v1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,Gracilibacillus boraciitolerans,JCM 21714,{},{},2731143,2018-03-28T14:09:27.316Z,2021-03-04T06:09:51.155Z,
0,3360,,GCF_000235645,GCF_000235645.1,1,GCA_000235645,GCA_000235645.2,911238,Staphylococcus simiae CCM 7213,representative genome,PRJNA224116,SAMN02428990,AEUN00000000.1,,latest,Contig,Major,2011-11-16,ASM23564v1,Cornell University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/645/GCF_000235645.1_ASM23564v1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus simiae,CCM 7213,{},{},2428990,2018-03-28T14:09:27.316Z,2021-03-04T06:09:52.497Z,
0,3361,,GCF_000517385,GCF_000517385.1,1,GCA_000517385,GCA_000517385.1,1294265,Bacillus boroniphilus JCM 21738,representative genome,PRJNA224116,SAMD00000546,BAUW00000000.1,,latest,Contig,Major,2014-01-07,ASM51738v1,The University of Tokyo,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/385/GCF_000517385.1_ASM51738v1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus boroniphilus,JCM 21738,{},{},4112623,2018-03-28T14:09:27.316Z,2021-03-04T06:09:54.467Z,
0,3362,,GCF_000194985,GCF_000194985.1,1,GCA_000194985,GCA_000194985.1,888062,Dialister micraerophilus DSM 19965,representative genome,PRJNA224116,SAMN00260258,AFBB00000000.1,,latest,Scaffold,Major,2011-04-06,ASM19498v1,Baylor College of Medicine,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/985/GCF_000194985.1_ASM19498v1,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister micraerophilus,DSM 19965,{},{},260258,2018-03-28T14:09:27.316Z,2021-03-04T06:09:55.551Z,
0,3363,,GCF_000469585,GCF_000469585.1,1,GCA_000469585,GCA_000469585.1,118005,Chrysiogenes arsenatis DSM 11915,representative genome,PRJNA224116,SAMN02471296,AWNK00000000.1,,latest,Scaffold,Major,2013-09-20,Chrysiogenes arsenatis,UC Davis Genome Center,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/469/585/GCF_000469585.1_Chrysiogenes_arsenatis,Bacteria,Chrysiogenetes,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Chrysiogenes,Chrysiogenes arsenatis,DSM 11915,{},{},2471296,2018-03-28T14:09:27.316Z,2021-03-04T06:09:57.620Z,
0,3364,,GCF_000021565,GCF_000021565.1,1,GCA_000021565,GCA_000021565.1,123214,Persephonella marina EX-H1,representative genome,PRJNA224116,SAMN02604029,,,latest,Complete Genome,Major,2009-03-25,ASM2156v1,TIGR,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/565/GCF_000021565.1_ASM2156v1,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Persephonella,Persephonella marina,EX-H1,{},{},2604029,2018-03-28T14:09:27.316Z,2021-03-04T06:09:59.961Z,
0,3365,,GCF_000021545,GCF_000021545.1,1,GCA_000021545,GCA_000021545.1,204536,Sulfurihydrogenibium azorense Az-Fu1,representative genome,PRJNA224116,SAMN02604030,,,latest,Complete Genome,Major,2009-03-25,ASM2154v1,TIGR,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/545/GCF_000021545.1_ASM2154v1,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,Sulfurihydrogenibium azorense,Az-Fu1,{},{},2604030,2018-03-28T14:09:27.316Z,2021-03-04T06:10:02.052Z,
0,3366,,GCF_900176165,GCF_900176165.1,1,GCA_900176165,GCA_900176165.1,695939,Deinococcus hopiensis KR-140,representative genome,PRJNA224116,SAMN00790413,FWWU00000000.1,,latest,Scaffold,Major,2017-04-07,IMG-taxon 2509276064 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/176/165/GCF_900176165.1_IMG-taxon_2509276064_annotated_assembly,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus hopiensis,KR-140,{},{},790413,2018-03-28T14:09:27.316Z,2021-03-04T06:10:04.458Z,
0,3367,,GCF_000381345,GCF_000381345.1,1,GCA_000381345,GCA_000381345.1,1121377,Deinococcus apachensis DSM 19763,representative genome,PRJNA224116,SAMN02441322,ARLS00000000.1,,latest,Scaffold,Major,2013-04-24,ASM38134v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/381/345/GCF_000381345.1_ASM38134v1,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus apachensis,DSM 19763,{},{},2441322,2018-03-28T14:09:27.316Z,2021-03-04T06:10:06.253Z,
0,3368,,GCF_000186385,GCF_000186385.1,1,GCA_000186385,GCA_000186385.1,709986,Deinococcus maricopensis DSM 21211,representative genome,PRJNA224116,SAMN00713579,,,latest,Complete Genome,Major,2011-01-20,ASM18638v1,US DOE Joint Genome Institute (JGI-PGF),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/385/GCF_000186385.1_ASM18638v1,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus maricopensis,DSM 21211,{},{},713579,2018-03-28T14:09:27.316Z,2021-03-04T06:10:07.643Z,
0,3369,,GCF_000519345,GCF_000519345.1,1,GCA_000519345,GCA_000519345.1,926554,Deinococcus pimensis DSM 21231,representative genome,PRJNA224116,SAMN02584908,AZYF00000000.1,,latest,Scaffold,Major,2014-01-13,ASM51934v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/519/345/GCF_000519345.1_ASM51934v1,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus pimensis,DSM 21231,{},{},2584908,2018-03-28T14:09:27.316Z,2021-03-04T06:10:09.110Z,
0,3370,,GCF_000187895,GCF_000187895.1,1,GCA_000187895,GCA_000187895.1,484018,Bacteroides plebeius DSM 17135,representative genome,PRJNA224116,SAMN00000028,ABQC00000000.2,,latest,Scaffold,Major,2010-09-09,ASM18789v1,Washington University Genome Sequencing Center,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/895/GCF_000187895.1_ASM18789v1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides plebeius,DSM 17135,{},{},28,2018-03-28T14:09:27.316Z,2021-03-04T06:10:12.196Z,
0,3371,,GCF_000154845,GCF_000154845.1,1,GCA_000154845,GCA_000154845.1,470145,Bacteroides coprocola DSM 17136,representative genome,PRJNA224116,SAMN00000014,ABIY00000000.2,,latest,Scaffold,Major,2008-04-21,ASM15484v1,Washington University Genome Sequencing Center,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/845/GCF_000154845.1_ASM15484v1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides coprocola,DSM 17136,{},{},14,2018-03-28T14:09:27.316Z,2021-03-04T06:10:14.180Z,
0,3372,,GCF_000511775,GCF_000511775.1,1,GCA_000511775,GCA_000511775.1,1235813,Bacteroides pyogenes JCM 10003,representative genome,PRJNA224116,SAMD00016596,BAIU00000000.1,,latest,Contig,Major,2013-12-19,ASM51177v1,The University of Tokyo,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/511/775/GCF_000511775.1_ASM51177v1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides pyogenes,JCM 10003,{},{},2707621,2018-03-28T14:09:27.316Z,2021-03-04T06:10:16.505Z,
