,gene_id,version,phylum,class,order,family,genus,species_x,DBD,id,species,tsne-pca500-one,tsne-pca500-two
235,METUNV1_RS15805,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,,GCF_000214035.1-METUNV1_RS15805,METUNV1,-23.715275,-22.157793
236,METUNV1_RS15800,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,,GCF_000214035.1-METUNV1_RS15800,METUNV1,-37.55987,-10.367045
237,METUNV1_RS16500,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,Trans_reg_C,GCF_000214035.1-METUNV1_RS16500,METUNV1,1.7291014,11.675791
238,METUNV1_RS16355,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,HD,GCF_000214035.1-METUNV1_RS16355,METUNV1,-26.670717,-6.1796107
239,METUNV1_RS15350,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,HTH_8,GCF_000214035.1-METUNV1_RS15350,METUNV1,30.224243,-15.188939
240,METUNV1_RS17370,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS17370,METUNV1,38.14221,21.465925
241,METUNV1_RS16840,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,,GCF_000214035.1-METUNV1_RS16840,METUNV1,-21.95932,9.862551
242,METUNV1_RS19520,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS19520,METUNV1,28.753563,17.933271
243,METUNV1_RS18840,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,GerE,GCF_000214035.1-METUNV1_RS18840,METUNV1,27.560648,19.065966
244,METUNV1_RS18655,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,EAL,GCF_000214035.1-METUNV1_RS18655,METUNV1,-37.2347,2.8535023
245,METUNV1_RS18560,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,Trans_reg_C,GCF_000214035.1-METUNV1_RS18560,METUNV1,-1.791157,23.501444
246,METUNV1_RS18445,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,LytTR,GCF_000214035.1-METUNV1_RS18445,METUNV1,8.32616,-20.427317
247,METUNV1_RS18165,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,HTH_8,GCF_000214035.1-METUNV1_RS18165,METUNV1,6.066508,-11.040905
248,METUNV1_RS17825,GCF_000214035.1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,Trans_reg_C,GCF_000214035.1-METUNV1_RS17825,METUNV1,-8.122816,18.469152
249,BMZ36_RS12310,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,Trans_reg_C,GCF_900115065.1-BMZ36_RS12310,BMZ36,-26.533592,14.092065
250,BMZ36_RS11015,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,Trans_reg_C,GCF_900115065.1-BMZ36_RS11015,BMZ36,-12.99213,14.669754
251,BMZ36_RS10735,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,HTH_8,GCF_900115065.1-BMZ36_RS10735,BMZ36,17.379293,26.699564
252,BMZ36_RS10475,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,HTH_8,GCF_900115065.1-BMZ36_RS10475,BMZ36,15.209308,-9.487644
253,BMZ36_RS10450,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,CheW,GCF_900115065.1-BMZ36_RS10450,BMZ36,-26.32656,-35.07808
254,BMZ36_RS10445,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,CheW,GCF_900115065.1-BMZ36_RS10445,BMZ36,-24.974241,-32.847977
255,BMZ36_RS10440,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,,GCF_900115065.1-BMZ36_RS10440,BMZ36,-8.726015,-22.906454
256,BMZ36_RS05865,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,HTH_8,GCF_900115065.1-BMZ36_RS05865,BMZ36,5.4904437,-1.9284278
257,BMZ36_RS05410,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,HTH_8,GCF_900115065.1-BMZ36_RS05410,BMZ36,21.719387,-8.328857
258,BMZ36_RS05390,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,,GCF_900115065.1-BMZ36_RS05390,BMZ36,-29.630459,20.274837
259,BMZ36_RS05345,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,GerE,GCF_900115065.1-BMZ36_RS05345,BMZ36,18.474375,36.4586
260,BMZ36_RS07865,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,LytTR,GCF_900115065.1-BMZ36_RS07865,BMZ36,7.7001457,-18.22832
261,BMZ36_RS00985,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,EAL,GCF_900115065.1-BMZ36_RS00985,BMZ36,-3.1887403,-46.585545
262,BMZ36_RS00950,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,LytTR,GCF_900115065.1-BMZ36_RS00950,BMZ36,9.11928,-21.422894
263,BMZ36_RS00680,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,Trans_reg_C,GCF_900115065.1-BMZ36_RS00680,BMZ36,7.025355,12.951595
264,BMZ36_RS00670,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,EAL,GCF_900115065.1-BMZ36_RS00670,BMZ36,-24.36114,-7.46876
265,BMZ36_RS00655,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,,GCF_900115065.1-BMZ36_RS00655,BMZ36,-18.433418,-6.5743823
266,BMZ36_RS00645,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,EAL,GCF_900115065.1-BMZ36_RS00645,BMZ36,24.60717,-17.319963
267,BMZ36_RS00430,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,GGDEF,GCF_900115065.1-BMZ36_RS00430,BMZ36,-36.464287,15.072319
268,BMZ36_RS00420,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,GGDEF,GCF_900115065.1-BMZ36_RS00420,BMZ36,-30.41066,-3.209688
269,BMZ36_RS00780,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,EAL,GCF_900115065.1-BMZ36_RS00780,BMZ36,2.619255,-28.05967
270,BMZ36_RS00775,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,EAL,GCF_900115065.1-BMZ36_RS00775,BMZ36,3.242449,-27.755476
271,BMZ36_RS00770,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,EAL,GCF_900115065.1-BMZ36_RS00770,BMZ36,2.8178606,-27.434843
272,BMZ36_RS00765,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,CheB_methylest,GCF_900115065.1-BMZ36_RS00765,BMZ36,10.927683,-40.40483
273,BMZ36_RS00735,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,,GCF_900115065.1-BMZ36_RS00735,BMZ36,-18.473093,-22.541052
274,BMZ36_RS00200,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,Trans_reg_C,GCF_900115065.1-BMZ36_RS00200,BMZ36,5.4558926,14.801796
275,BMZ36_RS12240,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,,GCF_900115065.1-BMZ36_RS12240,BMZ36,31.527643,22.558771
276,BMZ36_RS12015,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,HD,GCF_900115065.1-BMZ36_RS12015,BMZ36,-4.1803436,-46.33062
277,BMZ36_RS11945,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,,GCF_900115065.1-BMZ36_RS11945,BMZ36,15.583586,0.3639387
278,BMZ36_RS13280,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,HTH_8,GCF_900115065.1-BMZ36_RS13280,BMZ36,15.30944,3.5190732
279,BMZ36_RS09005,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,ANTAR,GCF_900115065.1-BMZ36_RS09005,BMZ36,0.034838177,14.722453
280,BMZ36_RS08955,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,TPR_16,GCF_900115065.1-BMZ36_RS08955,BMZ36,-0.25216937,-35.06164
281,BMZ36_RS02040,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,Trans_reg_C,GCF_900115065.1-BMZ36_RS02040,BMZ36,-18.813614,11.37903
282,BMZ36_RS01995,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,,GCF_900115065.1-BMZ36_RS01995,BMZ36,-17.205492,-26.250711
283,BMZ36_RS01960,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,TPR_16,GCF_900115065.1-BMZ36_RS01960,BMZ36,-4.895099,-31.946417
284,BMZ36_RS08605,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,Trans_reg_C,GCF_900115065.1-BMZ36_RS08605,BMZ36,-4.3155003,30.62898
285,BMZ36_RS08470,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,GGDEF,GCF_900115065.1-BMZ36_RS08470,BMZ36,-30.67138,-19.296011
286,BMZ36_RS05120,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,,GCF_900115065.1-BMZ36_RS05120,BMZ36,-16.342129,-16.562567
287,BMZ36_RS04280,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,GGDEF,GCF_900115065.1-BMZ36_RS04280,BMZ36,-36.71889,13.57761
288,BMZ36_RS04275,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,,GCF_900115065.1-BMZ36_RS04275,BMZ36,30.144293,-21.057993
289,BMZ36_RS03300,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,EAL,GCF_900115065.1-BMZ36_RS03300,BMZ36,-3.059984,-45.090927
290,BMZ36_RS07070,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,GGDEF,GCF_900115065.1-BMZ36_RS07070,BMZ36,-26.145826,-3.2356036
291,BMZ36_RS06465,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,EAL,GCF_900115065.1-BMZ36_RS06465,BMZ36,26.49965,-17.444181
292,BMZ36_RS06335,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,GGDEF,GCF_900115065.1-BMZ36_RS06335,BMZ36,-28.60682,-5.594308
293,BMZ36_RS06235,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,,GCF_900115065.1-BMZ36_RS06235,BMZ36,-4.6848145,-34.981163
294,BMZ36_RS06195,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,,GCF_900115065.1-BMZ36_RS06195,BMZ36,22.387306,-19.987276
295,BMZ36_RS06180,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,,GCF_900115065.1-BMZ36_RS06180,BMZ36,30.033676,-21.275908
296,BMZ36_RS06175,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,HD,GCF_900115065.1-BMZ36_RS06175,BMZ36,24.99938,-22.65505
297,BMZ36_RS06135,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,Trans_reg_C,GCF_900115065.1-BMZ36_RS06135,BMZ36,-6.743727,16.70653
298,BMZ36_RS04115,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,,GCF_900115065.1-BMZ36_RS04115,BMZ36,-35.963726,-10.764877
299,BMZ36_RS04110,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,,GCF_900115065.1-BMZ36_RS04110,BMZ36,-24.791008,-21.763733
300,BMZ36_RS03990,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,AAA_31,GCF_900115065.1-BMZ36_RS03990,BMZ36,9.9255295,-7.0016985
301,BMZ36_RS03705,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,GerE,GCF_900115065.1-BMZ36_RS03705,BMZ36,37.93198,9.144144
302,BMZ36_RS11350,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,HTH_8,GCF_900115065.1-BMZ36_RS11350,BMZ36,17.68935,27.68211
303,BMZ36_RS09400,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,Trans_reg_C,GCF_900115065.1-BMZ36_RS09400,BMZ36,-19.698694,5.73194
304,BMZ36_RS12870,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,,GCF_900115065.1-BMZ36_RS12870,BMZ36,29.57496,-36.439762
305,BMZ36_RS12865,GCF_900115065.1,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Formivibrio,Formivibrio citricus,EAL,GCF_900115065.1-BMZ36_RS12865,BMZ36,25.050955,-18.296028
306,IV91_RS0112060,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,PAS,GCF_000735045.1-IV91_RS0112060,IV91,-27.764664,2.415484
307,IV91_RS17330,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,,GCF_000735045.1-IV91_RS17330,IV91,-10.619674,-0.111678965
308,IV91_RS0110480,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,GerE,GCF_000735045.1-IV91_RS0110480,IV91,38.44688,1.7208202
309,IV91_RS0110345,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,,GCF_000735045.1-IV91_RS0110345,IV91,-7.0172954,-26.965542
310,IV91_RS0110170,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,HTH_8,GCF_000735045.1-IV91_RS0110170,IV91,31.38642,-16.297958
311,IV91_RS0110020,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,HTH_8,GCF_000735045.1-IV91_RS0110020,IV91,7.1766973,-11.576038
312,IV91_RS0109010,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,HD,GCF_000735045.1-IV91_RS0109010,IV91,-33.458347,-4.0425477
313,IV91_RS0109000,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,HTH_17,GCF_000735045.1-IV91_RS0109000,IV91,-15.367838,-13.701127
314,IV91_RS0108990,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,,GCF_000735045.1-IV91_RS0108990,IV91,-18.334192,-8.126232
315,IV91_RS0107115,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,EAL,GCF_000735045.1-IV91_RS0107115,IV91,1.1467026,1.7272515
316,IV91_RS0106805,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,HTH_8,GCF_000735045.1-IV91_RS0106805,IV91,22.279139,-7.4884334
317,IV91_RS0106520,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,Trans_reg_C,GCF_000735045.1-IV91_RS0106520,IV91,-15.0047035,8.704098
318,IV91_RS0106060,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,GerE,GCF_000735045.1-IV91_RS0106060,IV91,37.974155,12.760648
319,IV91_RS0105665,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,HTH_8,GCF_000735045.1-IV91_RS0105665,IV91,7.4475613,-3.1345022
320,IV91_RS0105255,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,GerE,GCF_000735045.1-IV91_RS0105255,IV91,38.107834,21.480509
321,IV91_RS0104690,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,Trans_reg_C,GCF_000735045.1-IV91_RS0104690,IV91,-3.4085948,20.175047
322,IV91_RS0104275,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,Trans_reg_C,GCF_000735045.1-IV91_RS0104275,IV91,-11.942602,5.004214
323,IV91_RS0104120,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,,GCF_000735045.1-IV91_RS0104120,IV91,-15.872801,-23.36579
324,IV91_RS0104090,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,CheB_methylest,GCF_000735045.1-IV91_RS0104090,IV91,13.633236,-36.41991
325,IV91_RS0103470,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,Sigma54_activat,GCF_000735045.1-IV91_RS0103470,IV91,12.825243,-5.4843817
326,IV91_RS0103435,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,EAL,GCF_000735045.1-IV91_RS0103435,IV91,1.9913489,-26.217514
327,IV91_RS0103110,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,EAL,GCF_000735045.1-IV91_RS0103110,IV91,-12.569516,22.753334
328,IV91_RS0103105,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,,GCF_000735045.1-IV91_RS0103105,IV91,30.874048,-39.657032
329,IV91_RS0102990,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,GerE,GCF_000735045.1-IV91_RS0102990,IV91,-25.323376,-10.375765
330,IV91_RS0102890,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,,GCF_000735045.1-IV91_RS0102890,IV91,-7.060633,-24.512165
331,IV91_RS0102885,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,CheW,GCF_000735045.1-IV91_RS0102885,IV91,-23.530577,-34.922832
332,IV91_RS0102880,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,CheW,GCF_000735045.1-IV91_RS0102880,IV91,-27.241829,-35.602425
333,IV91_RS0102260,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,Trans_reg_C,GCF_000735045.1-IV91_RS0102260,IV91,-19.022552,12.976622
334,IV91_RS0100765,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,Trans_reg_C,GCF_000735045.1-IV91_RS0100765,IV91,6.346256,14.424235
335,IV91_RS0100700,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,GerE,GCF_000735045.1-IV91_RS0100700,IV91,28.817692,4.326863
336,IV91_RS0100285,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,Trans_reg_C,GCF_000735045.1-IV91_RS0100285,IV91,-0.8625763,18.567865
337,IV91_RS0100230,GCF_000735045.1,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum,Ferrovum myxofaciens,HTH_17,GCF_000735045.1-IV91_RS0100230,IV91,-20.889856,-13.346002
338,WM40_RS22995,GCF_000970345.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia,Robbsia andropogonis,GerE,GCF_000970345.1-WM40_RS22995,WM40,24.806992,19.223688
339,WM40_RS21985,GCF_000970345.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia,Robbsia andropogonis,BetR,GCF_000970345.1-WM40_RS21985,WM40,-17.923937,9.741356
340,WM40_RS21165,GCF_000970345.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia,Robbsia andropogonis,,GCF_000970345.1-WM40_RS21165,WM40,29.42036,-38.317764
341,WM40_RS20765,GCF_000970345.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia,Robbsia andropogonis,,GCF_000970345.1-WM40_RS20765,WM40,4.9704456,1.1098996
342,WM40_RS20315,GCF_000970345.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia,Robbsia andropogonis,,GCF_000970345.1-WM40_RS20315,WM40,5.4306912,-19.990059
343,WM40_RS19585,GCF_000970345.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia,Robbsia andropogonis,,GCF_000970345.1-WM40_RS19585,WM40,-20.935972,0.3838659
344,WM40_RS19435,GCF_000970345.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia,Robbsia andropogonis,GerE,GCF_000970345.1-WM40_RS19435,WM40,40.32811,11.339808
345,WM40_RS28900,GCF_000970345.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia,Robbsia andropogonis,,GCF_000970345.1-WM40_RS28900,WM40,-5.2325997,-4.018876
346,WM40_RS18875,GCF_000970345.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia,Robbsia andropogonis,,GCF_000970345.1-WM40_RS18875,WM40,-32.756508,-1.4771336
347,WM40_RS29615,GCF_000970345.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia,Robbsia andropogonis,,GCF_000970345.1-WM40_RS29615,WM40,-9.250488,-19.63745
348,WM40_RS18715,GCF_000970345.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia,Robbsia andropogonis,CheB_methylest,GCF_000970345.1-WM40_RS18715,WM40,-12.93068,28.089354
349,WM40_RS18710,GCF_000970345.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia,Robbsia andropogonis,GGDEF,GCF_000970345.1-WM40_RS18710,WM40,-23.46405,17.226265
350,WM40_RS18040,GCF_000970345.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia,Robbsia andropogonis,Trans_reg_C,GCF_000970345.1-WM40_RS18040,WM40,-4.704352,11.324337
351,WM40_RS17040,GCF_000970345.1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Robbsia,Robbsia andropogonis,GerE,GCF_000970345.1-WM40_RS17040,WM40,34.935486,10.852392
